ADT
Tuesday,11 to 11:50,EL467,CEP-109
Wednesday,10 to 10:50,EL526,CEP-104
Wednesday,11 to 11:50,EL467,CEP-109

PKS
Monday,8 to 8:50,IT304,LT-1
Tuesday,8 to 8:50,IT304,LT-1
Wednesday,8 to 8:50,IT304,LT-1

DNC
Monday,9 to 9:50,EL524,CEP-104
Tuesday,9 to 9:50,EL524,CEP-105
Wednesday,9 to 9:50,EL524,CEP-105

AG
Monday,9 to 9:50,PC512,CEP-202
Monday,14 to 14:50,ED112,CEP-003
Tuesday,8 to 8:50,PC512,CEP-108
Tuesday,12 to 12:50,ED112,CEP-003
Wednesday,12 to 12:50,ED112,CEP-003

VP
Monday,9 to 9:50,PC721,CEP-205
Monday,11 to 11:50,PC749,CEP-204
Monday,12 to 12:50,PC743,CEP-109
Monday,14 to 14:50,PC745,CEP-106
Tuesday,8 to 8:50,PC721,CEP-203
Tuesday,10 to 10:50,PC749,CEP-204
Tuesday,11 to 11:50,PC743,CEP-204
Tuesday,12 to 12:50,PC745,CEP-108
Wednesday,8 to 8:50,PC721,CEP-202
Wednesday,10 to 10:50,PC749,CEP-204
Wednesday,11 to 11:50,PC743,CEP-204
Wednesday,12 to 12:50,PC745,CEP-108

MM
Monday,8 to 8:50,PC748,CEP-203
Monday,15 to 15:50,PC740,CEP-105

BG
Monday,8 to 8:50,IT641,CEP-202
Tuesday,8 to 8:50,IT641,CEP-202
Wednesday,8 to 8:50,IT641,CEP-110

MKG
Monday,10 to 10:50,SC107,LT-2
Monday,12 to 12:50,IT495,CEP-104
Tuesday,9 to 9:50,SC107,LT-2
Tuesday,12 to 12:50,IT495,CEP-104
Wednesday,9 to 9:50,SC107,LT-2
Wednesday,12 to 12:50,IT495,CEP-104

RP
Monday,10 to 10:50,MC112,CEP-102
Monday,11 to 11:50,EL453,CEP-107
Tuesday,9 to 9:50,MC112,CEP-102
Tuesday,11 to 11:50,EL453,CEP-108
Wednesday,9 to 9:50,MC112,CEP-102
Wednesday,11 to 11:50,EL453,CEP-108

SS
Monday,10 to 10:50,IE411,CEP-003
Monday,11 to 11:50,MC214,CEP-106
Tuesday,10 to 10:50,IE411,CEP-003
Tuesday,11 to 11:50,MC214,CEP-103
Wednesday,10 to 10:50,IE411,CEP-003
Wednesday,11 to 11:50,MC214,CEP-103

HP
Monday,9 to 9:50,CT437,CEP-003
Monday,11 to 11:50,CT204,LT-2
Tuesday,9 to 9:50,CT437,CEP-104
Tuesday,11 to 11:50,CT204,LT-2
Wednesday,9 to 9:50,CT437,CEP-104
Wednesday,11 to 11:50,CT204,LT-2

VSP
Monday,10 to 10:50,IE407,CEP-106
Tuesday,10 to 10:50,IE407,CEP-108
Wednesday,10 to 10:50,IE407,CEP-108

MLD
Monday,10 to 10:50,IT634,CEP-110
Tuesday,10 to 10:50,IT634,CEP-202
Wednesday,10 to 10:50,IT634,CEP-202

BKG&MK
Monday,11 to 11:50,IT112,LT-1
Monday,12 to 12:50,IT112,LT-1
Tuesday,10 to 10:50,IT112,LT-1
Tuesday,11 to 11:50,IT112,LT-1
Wednesday,10 to 10:50,IT112,LT-1
Wednesday,11 to 11:50,IT112,LT-1

SP
Monday,11 to 11:50,MC123,CEP-103
Monday,12 to 12:50,IT216,LT-3
Tuesday,10 to 10:50,MC123,CEP-103
Tuesday,12 to 12:50,IT216,LT-3
Wednesday,10 to 10:50,MC123,CEP-103
Wednesday,12 to 12:50,IT216,LT-3

SMD
Monday,14 to 14:50,IT550,CEP-102
Tuesday,14 to 14:50,IT550,CEP-003
Wednesday,11 to 11:50,IT550,CEP-003

RD
Monday,10 to 10:50,PC722,CEP-203
Tuesday,9 to 9:50,PC722,CEP-204
Wednesday,9 to 9:50,PC722,CEP-204

